id,symbol,side,strategy,entry_price,exit_price,quantity,profit_loss,profit_loss_percent,stop_loss_price,take_profit_price,status,is_paper_trade,opened_at,closed_at,exit_reason,symbol,direction,regime,ensemble_confidence,regime_boost,agreeing_strategies_count,disagreeing_strategies_count,sentiment_value,sentiment_bias,funding_rate,funding_bias,kelly_fraction,stop_distance_pct,risk_reward_ratio,portfolio_drawdown_at_entry,open_positions_at_entry,hft_mode,raw_conditions
24,SOL/USDT,BUY,RSI Mean Reversion + Bollinger Bands,82.08,82.3,24.497641,1.3626,0.0678,82.3522,82.85326599,closed,1,2026-02-25 02:39:26.648097,2026-02-25 03:03:09.285886,trailing_stop,SOL/USDT,BUY,trending_down,0.7624,1.0,2,0,11,BUY_ONLY,-0.00015919,BULLISH_FOR_LONGS,0.05,0.6414,1.469,0.78,3,True,"['oversold_recovery', 'lower_band_bounce']"
25,BNB/USDT,BUY,RSI Mean Reversion + Bollinger Bands,598.0,593.34,3.35558,-19.6346,-0.9785,593.63186231,601.80640349,closed,1,2026-02-25 02:56:29.174837,2026-02-25 03:36:52.180145,stop_loss,BNB/USDT,BUY,high_volatility,0.5318,0.75,2,0,11,BUY_ONLY,0.0,NEUTRAL,0.05,0.7305,0.871,0.98,2,True,"['oversold_recovery', 'lower_band_bounce']"
26,XRP/USDT,BUY,EMA Scalping,1.3793,1.3765,1453.562853,-8.0757,-0.4028,1.37727355,1.3830996,closed,1,2026-02-25 02:58:16.666090,2026-02-25 03:02:37.244788,stop_loss,XRP/USDT,BUY,ranging,0.6126,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1469,1.875,1.06,2,True,['bullish_ema_crossover']
27,DOGE/USDT,BUY,MACD Momentum + EMA Scalping,0.0936,0.09306,21419.862085,-15.565,-0.7763,0.09328742,0.09420795,closed,1,2026-02-25 02:58:16.738089,2026-02-25 03:16:37.592904,stop_loss,DOGE/USDT,BUY,ranging,0.5462,1.0,2,1,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.334,1.945,1.06,3,True,"['bullish_crossover', 'bullish_ema_crossover']"
28,DOGE/USDT,BUY,Bollinger Bands,0.09286,0.09218,21501.267795,-18.5995,-0.9316,0.09224834,0.09314903,closed,1,2026-02-25 03:19:54.804166,2026-02-25 04:02:51.133420,stop_loss,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6587,0.473,1.47,1,True,['lower_band_bounce']
29,XRP/USDT,BUY,Bollinger Bands,1.3697,1.3602,1458.158628,-17.8331,-0.8929,1.361608,1.37322135,closed,1,2026-02-25 03:20:55.803447,2026-02-25 04:03:21.158723,stop_loss,XRP/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.5908,0.435,1.44,2,True,['lower_band_bounce']
30,SOL/USDT,BUY,EMA Scalping,81.77,81.63,24.410844,-7.4063,-0.371,81.64093791,82.01199141,closed,1,2026-02-25 03:27:01.941955,2026-02-25 04:01:48.993335,stop_loss,SOL/USDT,BUY,trending_up,0.8819,1.3,1,0,11,BUY_ONLY,-0.00012422,BULLISH_FOR_LONGS,0.005,0.1578,1.875,1.5,3,True,['bullish_ema_crossover']
31,BNB/USDT,BUY,Bollinger Bands,593.86,595.71,3.359916,2.219,0.1112,588.77762731,595.6799166,closed,1,2026-02-25 03:40:25.256491,2026-02-25 04:39:42.413434,take_profit,BNB/USDT,BUY,high_volatility,0.6,0.8,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.05,0.8558,0.358,1.54,3,True,['lower_band_bounce']
32,SOL/USDT,BUY,MACD Momentum + EMA Scalping,81.42,81.86,24.376364,6.7454,0.3399,81.61442,81.82586243,closed,1,2026-02-25 04:04:06.120386,2026-02-25 04:11:41.435765,take_profit,SOL/USDT,BUY,high_volatility,0.4543,0.7,2,0,11,BUY_ONLY,-9.29e-05,NEUTRAL,0.005,0.2646,1.884,2.06,1,True,"['bullish_crossover', 'bullish_ema_crossover']"
33,DOGE/USDT,BUY,Bollinger Bands,0.09249,0.09288,21488.569621,4.3972,0.2212,0.0919944,0.0928783,closed,1,2026-02-25 04:14:21.641961,2026-02-25 04:43:52.664228,take_profit,DOGE/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.0117,0.5358,0.783,1.92,1,True,['lower_band_bounce']
34,SOL/USDT,BUY,EMA Scalping,81.99,82.22,24.24845,1.5953,0.0802,81.86768738,82.21933618,closed,1,2026-02-25 04:26:36.330095,2026-02-25 04:30:22.082717,take_profit,SOL/USDT,BUY,ranging,0.6288,1.0,1,0,11,BUY_ONLY,-6.847e-05,NEUTRAL,0.005,0.1492,1.875,1.89,2,True,['bullish_ema_crossover']
35,XRP/USDT,BUY,MACD Momentum + EMA Scalping,1.3735,1.3676,1448.355398,-12.5154,-0.6291,1.36804539,1.38427451,closed,1,2026-02-25 04:41:04.294792,2026-02-25 04:56:19.204052,stop_loss,XRP/USDT,BUY,ranging,0.6725,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.3971,1.975,1.83,1,True,"['bullish_crossover', 'bullish_ema_crossover']"
36,SOL/USDT,BUY,Bollinger Bands,82.32,81.76,24.166841,-17.4987,-0.8796,81.7653868,82.57888623,closed,1,2026-02-25 04:42:05.769928,2026-02-25 05:22:49.980494,stop_loss,SOL/USDT,BUY,high_volatility,1.0,0.8,1,0,11,BUY_ONLY,-4.935e-05,NEUTRAL,0.0185,0.6737,0.467,1.83,2,True,['lower_band_bounce']
37,ETH/USDT,BUY,EMA Scalping,1911.37,1908.2,1.040334,-7.2715,-0.3657,1908.43547108,1916.87224172,closed,1,2026-02-25 04:48:19.483401,2026-02-25 04:51:08.986414,stop_loss,ETH/USDT,BUY,trending_up,0.8239,1.3,1,0,11,BUY_ONLY,4.384e-05,NEUTRAL,0.005,0.1535,1.875,1.88,2,True,['bullish_ema_crossover']
38,DOGE/USDT,BUY,Bollinger Bands,0.09286,0.09224,21407.970363,-17.2356,-0.867,0.09226886,0.09303464,closed,1,2026-02-25 04:50:26.867464,2026-02-25 05:22:50.125045,stop_loss,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.0314,0.6366,0.295,1.9,3,True,['lower_band_bounce']
39,XRP/USDT,BUY,Bollinger Bands,1.3688,1.3585,1448.395539,-18.8687,-0.9517,1.36080472,1.37569015,closed,1,2026-02-25 04:59:37.784780,2026-02-25 05:33:42.740531,stop_loss,XRP/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.0314,0.5841,0.862,2.17,2,True,['lower_band_bounce']
40,BNB/USDT,BUY,Bollinger Bands,595.3,591.74,3.330626,-15.8106,-0.7974,591.90107722,596.9642319,closed,1,2026-02-25 05:10:56.140495,2026-02-25 05:33:42.811725,stop_loss,BNB/USDT,BUY,ranging,0.9,1.2,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.0314,0.571,0.49,2.16,3,True,['lower_band_bounce']
41,BNB/USDT,BUY,MACD Momentum + Bollinger Bands,591.14,592.89,3.334861,1.8874,0.0957,587.40727781,592.62425134,closed,1,2026-02-25 05:36:36.279559,2026-02-25 06:00:45.588767,take_profit,BNB/USDT,BUY,low_volatility,0.6989,1.0,2,0,11,BUY_ONLY,0.0,NEUTRAL,0.005,0.6314,0.398,2.72,0,True,"['bullish_crossover', 'lower_band_bounce']"
42,XRP/USDT,BUY,EMA Scalping,1.3581,1.3609,1451.898358,0.1176,0.006,1.35664937,1.36081994,closed,1,2026-02-25 05:55:07.052894,2026-02-25 06:05:26.043056,take_profit,XRP/USDT,BUY,low_volatility,0.7198,1.15,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1068,1.875,2.7,1,True,['bullish_ema_crossover']
43,DOGE/USDT,BUY,Bollinger Bands,0.09198,0.09208,21441.251441,-1.8024,-0.0914,0.09141592,0.09206604,closed,1,2026-02-25 06:00:11.937695,2026-02-25 06:00:45.692718,take_profit,DOGE/USDT,BUY,trending_up,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6133,0.153,2.68,2,True,['lower_band_bounce']
44,ETH/USDT,BUY,Bollinger Bands,1888.81,1895.01,1.04398,2.5224,0.1279,1878.68359146,1894.9337724,closed,1,2026-02-25 06:00:49.715103,2026-02-25 06:21:30.450565,take_profit,ETH/USDT,BUY,low_volatility,0.75,1.0,1,0,11,BUY_ONLY,4.333e-05,NEUTRAL,0.005,0.5361,0.605,2.69,1,True,['lower_band_bounce']
45,DOGE/USDT,BUY,Bollinger Bands,0.09208,0.09217,21414.858245,-2.0184,-0.1024,0.09151531,0.09216614,closed,1,2026-02-25 06:00:49.731473,2026-02-25 06:08:32.086883,take_profit,DOGE/USDT,BUY,trending_up,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6133,0.153,2.69,2,True,['lower_band_bounce']
46,SOL/USDT,BUY,MACD Momentum + EMA Scalping,81.25,81.53,24.26111,2.8439,0.1443,81.58451,81.91894997,closed,1,2026-02-25 06:09:36.434664,2026-02-25 06:51:07.553003,trailing_stop,SOL/USDT,BUY,high_volatility,0.5324,0.7,2,0,11,BUY_ONLY,2.117e-05,NEUTRAL,0.005,0.417,1.975,2.73,1,True,"['bullish_crossover', 'bullish_ema_crossover']"
47,XRP/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1.362,1.3702,1447.403054,7.9141,0.4015,1.3660894,1.37014219,closed,1,2026-02-25 06:12:40.469650,2026-02-25 08:37:36.347718,take_profit,XRP/USDT,BUY,high_volatility,0.5147,0.75,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.7728,0.774,2.72,2,True,"['oversold_recovery', 'lower_band_bounce']"
48,DOGE/USDT,BUY,MACD Momentum + EMA Scalping,0.09206,0.0925,21411.983105,5.4695,0.2775,0.0918506,0.09246515,closed,1,2026-02-25 06:14:42.207083,2026-02-25 06:38:39.068627,take_profit,DOGE/USDT,BUY,ranging,0.5624,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.2275,1.935,2.73,3,True,"['bullish_crossover', 'bullish_ema_crossover']"
49,ETH/USDT,BUY,MACD Momentum,1895.01,1882.78,1.042046,-16.6809,-0.8447,1883.63994,1917.75011999,closed,1,2026-02-25 06:21:35.104148,2026-02-25 07:07:44.071413,stop_loss,ETH/USDT,BUY,high_volatility,0.875,0.7,1,0,11,BUY_ONLY,4.129e-05,NEUTRAL,0.005,0.6,2.0,2.56,3,True,['bullish_crossover']
50,DOGE/USDT,BUY,Bollinger Bands,0.09245,0.09285,21372.68685,4.5887,0.2322,0.09195169,0.09283136,closed,1,2026-02-25 06:40:32.162174,2026-02-25 07:31:38.800499,take_profit,DOGE/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.539,0.765,2.5,3,True,['lower_band_bounce']
51,SOL/USDT,BUY,RSI Mean Reversion + Bollinger Bands,81.9,82.06,24.063668,-0.0953,-0.0048,82.11292,82.57530798,closed,1,2026-02-25 07:14:14.614274,2026-02-25 07:26:26.636388,trailing_stop,SOL/USDT,BUY,trending_down,0.6218,1.0,2,0,11,BUY_ONLY,5.722e-05,NEUTRAL,0.005,0.5203,1.585,2.75,2,True,"['oversold_recovery', 'lower_band_bounce']"
52,ETH/USDT,BUY,Bollinger Bands,1892.4,1899.24,1.043075,3.1797,0.1611,1881.27794415,1899.09905165,closed,1,2026-02-25 07:18:29.944206,2026-02-25 08:33:26.247738,take_profit,ETH/USDT,BUY,ranging,0.9,1.2,1,0,11,BUY_ONLY,4.226e-05,NEUTRAL,0.005,0.5877,0.602,2.59,3,True,['lower_band_bounce']
53,DOGE/USDT,BUY,Bollinger Bands,0.0926,0.0927,21283.13714,-1.8155,-0.0921,0.09186285,0.09269991,closed,1,2026-02-25 07:43:20.956326,2026-02-25 07:53:27.235906,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.7961,0.136,2.75,2,True,['lower_band_bounce']
54,DOGE/USDT,BUY,Bollinger Bands,0.0927,0.0932,21262.37654,6.6785,0.3388,0.0929204,0.09319319,closed,1,2026-02-25 07:56:35.839200,2026-02-25 08:41:14.456402,take_profit,DOGE/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6646,0.801,2.74,2,True,['lower_band_bounce']
55,SOL/USDT,BUY,MACD Momentum + EMA Scalping,82.18,82.39,23.997268,1.0902,0.0553,82.39208,82.84262467,closed,1,2026-02-25 08:06:53.048414,2026-02-25 09:25:53.727470,trailing_stop,SOL/USDT,BUY,ranging,0.703,1.0,2,0,11,BUY_ONLY,6.897e-05,NEUTRAL,0.005,0.4087,1.973,2.68,3,True,"['bullish_crossover', 'bullish_ema_crossover']"
56,ETH/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1906.18,1909.3,1.03617,-0.7206,-0.0365,1910.0526,1918.77805998,closed,1,2026-02-25 08:43:11.920935,2026-02-25 09:39:22.185264,trailing_stop,ETH/USDT,BUY,low_volatility,0.5456,1.075,2,0,11,BUY_ONLY,3.552e-05,NEUTRAL,0.05,0.6294,1.05,2.53,1,True,"['oversold_recovery', 'lower_band_bounce']"
57,DOGE/USDT,BUY,Bollinger Bands,0.09343,0.09386,21140.16184,5.1309,0.2598,0.09265397,0.09384583,closed,1,2026-02-25 08:43:12.256470,2026-02-25 09:13:25.454453,take_profit,DOGE/USDT,BUY,high_volatility,0.9666,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8306,0.536,2.53,2,True,['lower_band_bounce']
58,SOL/USDT,BUY,Bollinger Bands,82.38,82.77,23.98932,5.394,0.2729,81.8526595,82.75178411,closed,1,2026-02-25 09:35:48.381332,2026-02-25 10:01:10.906250,take_profit,SOL/USDT,BUY,ranging,0.9,1.2,1,0,11,BUY_ONLY,6.691e-05,NEUTRAL,0.005,0.6401,0.705,2.48,1,True,['lower_band_bounce']
59,DOGE/USDT,BUY,Bollinger Bands,0.09335,0.09359,21154.630556,1.1225,0.0568,0.09360833,0.09396469,closed,1,2026-02-25 09:42:01.447535,2026-02-25 10:55:40.728019,trailing_stop,DOGE/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5834,1.129,2.55,1,True,['lower_band_bounce']
60,BNB/USDT,BUY,MACD Momentum,600.56,601.93,3.28786,0.5507,0.0279,601.99857,607.76672,closed,1,2026-02-25 09:45:04.624019,2026-02-25 10:12:05.369700,trailing_stop,BNB/USDT,BUY,ranging,1.0,1.0,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.005,0.6,2.0,2.56,2,True,['bullish_crossover']
61,XRP/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1.3779,1.3879,1433.621303,10.3711,0.525,1.3837363,1.38740842,closed,1,2026-02-25 09:48:10.718493,2026-02-25 12:20:17.741186,take_profit,XRP/USDT,BUY,high_volatility,0.5134,0.75,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.5886,1.172,2.52,3,True,"['oversold_recovery', 'lower_band_bounce']"
62,SOL/USDT,BUY,Bollinger Bands,82.71,83.18,23.925154,7.2759,0.3677,82.93046,83.02760348,closed,1,2026-02-25 10:09:36.979184,2026-02-25 11:33:33.726444,take_profit,SOL/USDT,BUY,high_volatility,0.6,0.8,1,0,11,BUY_ONLY,7.405e-05,NEUTRAL,0.005,0.5694,0.674,2.35,3,True,['lower_band_bounce']
63,BNB/USDT,BUY,Bollinger Bands,601.64,604.6,3.285579,5.7621,0.2915,598.61294879,604.49464924,closed,1,2026-02-25 10:23:00.311845,2026-02-25 11:22:39.429845,take_profit,BNB/USDT,BUY,low_volatility,0.75,1.0,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.005,0.5031,0.943,2.45,3,True,['lower_band_bounce']
64,ETH/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1919.27,1928.81,1.030925,5.8679,0.2966,1907.55524325,1928.75084622,closed,1,2026-02-25 11:28:33.823066,2026-02-25 12:13:33.257110,take_profit,ETH/USDT,BUY,trending_down,0.6638,1.0,2,0,11,BUY_ONLY,4.517e-05,NEUTRAL,0.05,0.6104,0.809,2.36,2,True,"['oversold_recovery', 'lower_band_bounce']"
65,DOGE/USDT,BUY,Bollinger Bands,0.09413,0.09473,21020.11215,8.6422,0.4368,0.09444581,0.09471234,closed,1,2026-02-25 11:28:33.838806,2026-02-25 12:21:19.918699,take_profit,DOGE/USDT,BUY,trending_down,1.0,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5105,1.212,2.36,3,True,['lower_band_bounce']
66,SOL/USDT,BUY,EMA Scalping,82.94,83.3,23.870929,4.6252,0.2336,82.77967127,83.24061639,closed,1,2026-02-25 11:37:49.962504,2026-02-25 11:59:32.424397,take_profit,SOL/USDT,BUY,ranging,0.6975,1.0,1,0,11,BUY_ONLY,8.362e-05,NEUTRAL,0.005,0.1933,1.875,2.3,3,True,['bullish_ema_crossover']
67,SOL/USDT,BUY,Bollinger Bands,83.11,84.01,23.866149,17.491,0.8818,83.75797,83.9411,closed,1,2026-02-25 12:10:43.899334,2026-02-25 12:52:58.900697,take_profit,SOL/USDT,BUY,trending_down,0.75,1.0,1,0,11,BUY_ONLY,7.456e-05,NEUTRAL,0.005,0.6512,1.536,2.12,3,True,['lower_band_bounce']
68,ETH/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1929.1,1944.41,1.027535,11.7514,0.5928,1938.57677,1944.3656406,closed,1,2026-02-25 12:18:52.903391,2026-02-25 12:49:52.710149,take_profit,ETH/USDT,BUY,high_volatility,0.9061,0.75,2,0,11,BUY_ONLY,3.608e-05,NEUTRAL,0.05,0.6114,1.294,2.18,3,True,"['oversold_recovery', 'lower_band_bounce']"
69,DOGE/USDT,BUY,Bollinger Bands,0.09508,0.0954,20911.380718,2.7084,0.1362,0.0945862,0.09532373,closed,1,2026-02-25 12:29:08.662649,2026-02-25 12:33:48.412596,take_profit,DOGE/USDT,BUY,low_volatility,1.0,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5194,0.494,1.89,2,True,['lower_band_bounce']
70,DOGE/USDT,BUY,EMA Scalping,0.09527,0.09572,20884.071745,5.4092,0.2719,0.09506977,0.09564544,closed,1,2026-02-25 12:36:22.640395,2026-02-25 12:49:52.725623,take_profit,DOGE/USDT,BUY,ranging,0.6404,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.2102,1.875,1.82,2,True,['bullish_ema_crossover']
71,XRP/USDT,BUY,MACD Momentum,1.3978,1.4161,1423.856648,22.05,1.1079,1.4118517,1.4145736,closed,1,2026-02-25 12:37:23.540891,2026-02-25 13:41:48.366658,take_profit,XRP/USDT,BUY,ranging,0.4905,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6,2.0,1.79,3,True,['bullish_crossover']
72,BNB/USDT,BUY,Bollinger Bands,612.11,613.43,3.257094,0.3077,0.0154,608.76207674,613.18834876,closed,1,2026-02-25 12:53:46.092399,2026-02-25 13:03:23.284502,take_profit,BNB/USDT,BUY,low_volatility,0.75,1.0,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.017,0.5469,0.322,1.62,1,True,['lower_band_bounce']
73,SOL/USDT,BUY,MACD Momentum + Bollinger Bands + EMA Scalping,83.72,83.85,23.78794,-0.8937,-0.0449,83.09472557,83.78297481,closed,1,2026-02-25 12:55:55.350777,2026-02-25 13:01:17.131008,take_profit,SOL/USDT,BUY,ranging,1.0,1.067,3,0,11,BUY_ONLY,7.672e-05,NEUTRAL,0.017,0.7469,0.101,1.72,2,True,"['bullish_crossover', 'lower_band_bounce', 'bullish_ema_crossover']"
74,SOL/USDT,BUY,Bollinger Bands,83.77,84.42,23.805879,11.4699,0.5752,84.16674,84.32711004,closed,1,2026-02-25 13:02:05.422649,2026-02-25 13:50:04.871802,take_profit,SOL/USDT,BUY,trending_down,0.75,1.0,1,0,11,BUY_ONLY,7.447e-05,NEUTRAL,0.05,0.521,1.276,1.59,2,True,['lower_band_bounce']
75,ETH/USDT,BUY,Bollinger Bands,1955.88,1963.7,1.018473,3.9725,0.1994,1945.75340752,1961.47833898,closed,1,2026-02-25 13:10:15.709777,2026-02-25 13:25:41.840375,take_profit,ETH/USDT,BUY,low_volatility,0.75,1.0,1,0,11,BUY_ONLY,4.26e-05,NEUTRAL,0.05,0.5178,0.553,1.7,2,True,['lower_band_bounce']
76,DOGE/USDT,BUY,EMA Scalping,0.09587,0.09573,20778.253329,-6.8901,-0.3459,0.09576288,0.09607087,closed,1,2026-02-25 13:10:15.726083,2026-02-25 13:21:01.719009,stop_loss,DOGE/USDT,BUY,low_volatility,0.7086,1.15,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1117,1.875,1.7,3,True,['bullish_ema_crossover']
77,DOGE/USDT,BUY,Bollinger Bands,0.09657,0.09659,20655.562522,-3.5767,-0.1793,0.09583953,0.09658588,closed,1,2026-02-25 13:29:47.621022,2026-02-25 13:29:49.978142,take_profit,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.7564,0.022,1.57,2,True,['lower_band_bounce']
78,DOGE/USDT,BUY,Bollinger Bands,0.09659,0.09661,20644.367694,-3.5756,-0.1793,0.09585938,0.09660588,closed,1,2026-02-25 13:29:52.755326,2026-02-25 13:31:56.030810,take_profit,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.7564,0.022,1.6,2,True,['lower_band_bounce']
79,ETH/USDT,BUY,EMA Scalping,1962.71,1968.56,1.015919,1.9493,0.0978,1959.69026365,1968.37200568,closed,1,2026-02-25 13:31:53.636812,2026-02-25 13:42:50.391865,take_profit,ETH/USDT,BUY,trending_up,0.8921,1.3,1,0,11,BUY_ONLY,4.79e-05,NEUTRAL,0.005,0.1539,1.875,1.6,3,True,['bullish_ema_crossover']
80,DOGE/USDT,BUY,EMA Scalping,0.09661,0.09643,20635.301815,-7.6978,-0.3861,0.09647077,0.09687107,closed,1,2026-02-25 13:31:59.039101,2026-02-25 13:34:00.140344,stop_loss,DOGE/USDT,BUY,ranging,0.6235,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1441,1.875,1.62,3,True,['bullish_ema_crossover']
81,DOGE/USDT,BUY,Bollinger Bands,0.09637,0.09678,20660.301319,4.4802,0.225,0.09585176,0.09670592,closed,1,2026-02-25 13:34:59.782144,2026-02-25 13:37:38.196343,take_profit,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.5378,0.648,1.75,3,True,['lower_band_bounce']
82,ETH/USDT,BUY,Bollinger Bands,1968.56,1970.48,1.014019,-2.0473,-0.1026,1953.60054251,1969.61826342,closed,1,2026-02-25 13:43:07.842658,2026-02-25 13:48:32.665772,take_profit,ETH/USDT,BUY,ranging,1.0,1.2,1,0,11,BUY_ONLY,5.051e-05,NEUTRAL,0.05,0.7599,0.071,1.5,1,True,['lower_band_bounce']
83,XRP/USDT,BUY,Bollinger Bands,1.4153,1.4191,1409.240572,1.3608,0.0682,1.40642366,1.41807184,closed,1,2026-02-25 13:44:12.518381,2026-02-25 13:46:28.538052,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6272,0.312,1.58,2,True,['lower_band_bounce']
84,ETH/USDT,BUY,MACD Momentum,1972.12,1988.42,1.012529,12.4941,0.6257,1988.53644,1995.78544,closed,1,2026-02-25 13:49:20.812182,2026-02-25 14:53:25.414287,trailing_stop,ETH/USDT,BUY,ranging,0.6925,1.0,1,0,11,BUY_ONLY,5.195e-05,NEUTRAL,0.005,0.6,2.0,1.46,1,True,['bullish_crossover']
85,SOL/USDT,BUY,MACD Momentum,83.95,84.29,23.769434,4.0826,0.2046,84.33623,84.9574,closed,1,2026-02-25 13:53:32.360121,2026-02-25 14:17:36.011667,trailing_stop,SOL/USDT,BUY,high_volatility,0.6081,0.7,1,0,11,BUY_ONLY,6.87e-05,NEUTRAL,0.005,0.6,2.0,1.53,1,True,['bullish_crossover']
86,XRP/USDT,BUY,Bollinger Bands,1.4138,1.4191,1410.743287,3.4804,0.1745,1.40469204,1.41834388,closed,1,2026-02-25 13:56:36.370484,2026-02-25 14:06:43.215814,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6442,0.499,1.58,2,True,['lower_band_bounce']
87,XRP/USDT,BUY,Bollinger Bands,1.4202,1.4283,1407.003121,7.3889,0.3698,1.4240151,1.42726623,closed,1,2026-02-25 14:16:09.342129,2026-02-25 14:47:41.173961,take_profit,XRP/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6039,0.824,1.39,2,True,['lower_band_bounce']
88,SOL/USDT,BUY,EMA Scalping,84.24,84.5,23.708973,2.1637,0.1083,84.1294727,84.4472387,closed,1,2026-02-25 14:18:15.542764,2026-02-25 14:21:14.216303,take_profit,SOL/USDT,BUY,low_volatility,0.7202,1.15,1,0,11,BUY_ONLY,6.515e-05,NEUTRAL,0.005,0.1312,1.875,1.44,2,True,['bullish_ema_crossover']
89,DOGE/USDT,BUY,Bollinger Bands,0.09809,0.09814,20361.348648,-2.9774,-0.1491,0.09729406,0.09813992,closed,1,2026-02-25 14:18:15.627493,2026-02-25 14:18:38.128887,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.8114,0.063,1.44,3,True,['lower_band_bounce']
90,DOGE/USDT,BUY,Bollinger Bands,0.09814,0.09823,20350.101959,-2.1646,-0.1084,0.09734365,0.09818994,closed,1,2026-02-25 14:18:42.734721,2026-02-25 14:21:14.228790,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.8114,0.063,1.45,3,True,['lower_band_bounce']
91,SOL/USDT,BUY,MACD Momentum + EMA Scalping,84.55,84.21,23.628255,-12.0211,-0.6017,84.27168993,85.09747891,closed,1,2026-02-25 14:27:26.138741,2026-02-25 14:31:04.486014,stop_loss,SOL/USDT,BUY,ranging,0.5526,1.0,2,0,11,BUY_ONLY,6.495e-05,NEUTRAL,0.005,0.3292,1.967,1.42,2,True,"['bullish_crossover', 'bullish_ema_crossover']"
92,DOGE/USDT,BUY,Bollinger Bands,0.09876,0.09805,20225.387395,-18.3406,-0.9182,0.09825811,0.09910576,closed,1,2026-02-25 14:32:35.914280,2026-02-25 14:35:46.682245,stop_loss,DOGE/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.5082,0.689,1.43,2,True,['lower_band_bounce']
