id,symbol,side,strategy,entry_price,exit_price,quantity,profit_loss,profit_loss_percent,stop_loss_price,take_profit_price,status,is_paper_trade,opened_at,closed_at,exit_reason,symbol,direction,regime,ensemble_confidence,regime_boost,agreeing_strategies_count,disagreeing_strategies_count,sentiment_value,sentiment_bias,funding_rate,funding_bias,kelly_fraction,stop_distance_pct,risk_reward_ratio,portfolio_drawdown_at_entry,open_positions_at_entry,hft_mode,raw_conditions
93,DOGE/USDT,BUY,Bollinger Bands,0.09856,0.09964,20180.561973,17.7952,0.8947,0.09934108,0.09922064,closed,1,2026-02-25 14:36:47.139805,2026-02-25 14:47:11.106227,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6583,1.018,1.85,2,True,['lower_band_bounce']
94,BNB/USDT,BUY,Bollinger Bands,616.2,617.52,3.244042,0.2799,0.014,617.53183,621.57258055,closed,1,2026-02-25 14:53:25.952084,2026-02-25 15:05:21.861656,trailing_stop,BNB/USDT,BUY,trending_down,1.0,1.0,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.05,0.5581,1.562,1.36,0,True,['lower_band_bounce']
95,ETH/USDT,BUY,EMA Scalping,1995.56,1989.0,1.001741,-10.5629,-0.5284,1991.2510384,2003.63930301,closed,1,2026-02-25 15:05:32.889064,2026-02-25 15:06:23.882097,stop_loss,ETH/USDT,BUY,high_volatility,0.4769,0.7,1,0,11,BUY_ONLY,6.287e-05,NEUTRAL,0.005,0.2159,1.875,1.35,0,True,['bullish_ema_crossover']
96,ETH/USDT,BUY,EMA Scalping,1989.0,1997.15,1.003983,4.1804,0.2093,1984.70520324,1997.05274394,closed,1,2026-02-25 15:06:26.776460,2026-02-25 15:26:06.942321,take_profit,ETH/USDT,BUY,high_volatility,0.4769,0.7,1,0,11,BUY_ONLY,6.287e-05,NEUTRAL,0.005,0.2159,1.875,1.46,0,True,['bullish_ema_crossover']
97,XRP/USDT,BUY,Bollinger Bands,1.4282,1.4282,1398.438852,-3.9945,-0.2,1.4164024,1.42785377,closed,1,2026-02-25 15:07:38.133419,2026-02-25 15:07:39.980544,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.44,1,True,['lower_band_bounce']
98,XRP/USDT,BUY,Bollinger Bands,1.4282,1.4282,1397.879528,-3.9929,-0.2,1.4164024,1.42785377,closed,1,2026-02-25 15:07:43.224888,2026-02-25 15:07:43.997008,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.48,1,True,['lower_band_bounce']
99,XRP/USDT,BUY,Bollinger Bands,1.4282,1.4282,1397.320592,-3.9913,-0.2,1.4164024,1.42785377,closed,1,2026-02-25 15:07:48.334256,2026-02-25 15:07:50.037386,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.52,1,True,['lower_band_bounce']
100,XRP/USDT,BUY,Bollinger Bands,1.4282,1.4282,1396.762122,-3.9897,-0.2,1.4164024,1.42785377,closed,1,2026-02-25 15:07:53.422167,2026-02-25 15:07:54.112934,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.56,1,True,['lower_band_bounce']
101,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1395.962274,-3.9885,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:07:58.531187,2026-02-25 15:08:00.147795,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.59,1,True,['lower_band_bounce']
102,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1395.404128,-3.9869,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:08:03.627117,2026-02-25 15:08:04.199134,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.63,1,True,['lower_band_bounce']
103,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1394.846573,-3.9854,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:08:08.716060,2026-02-25 15:08:10.216757,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.67,1,True,['lower_band_bounce']
104,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1394.288329,-3.9838,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:08:13.805834,2026-02-25 15:08:14.281379,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.71,1,True,['lower_band_bounce']
105,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1393.730656,-3.9822,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:08:18.898371,2026-02-25 15:08:20.294784,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.75,1,True,['lower_band_bounce']
106,XRP/USDT,BUY,Bollinger Bands,1.4286,1.4286,1393.17367,-3.9806,-0.2,1.41679909,1.42825368,closed,1,2026-02-25 15:08:24.004455,2026-02-25 15:08:24.343124,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.79,1,True,['lower_band_bounce']
107,XRP/USDT,BUY,Bollinger Bands,1.4305,1.4305,1390.967152,-3.9796,-0.2,1.4186834,1.43015322,closed,1,2026-02-25 15:08:29.112480,2026-02-25 15:08:30.401133,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.81,1,True,['lower_band_bounce']
108,XRP/USDT,BUY,Bollinger Bands,1.4305,1.4305,1390.410557,-3.978,-0.2,1.4186834,1.43015322,closed,1,2026-02-25 15:08:34.199303,2026-02-25 15:08:34.418790,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.826,0.029,1.85,1,True,['lower_band_bounce']
109,XRP/USDT,BUY,Bollinger Bands,1.4258,1.4308,1394.064431,2.988,0.1503,1.41692563,1.42950332,closed,1,2026-02-25 15:10:45.354384,2026-02-25 15:15:42.619267,take_profit,XRP/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6224,0.417,1.92,1,True,['lower_band_bounce']
110,DOGE/USDT,BUY,Bollinger Bands,0.1017,0.10209,19557.631165,3.6418,0.1831,0.10213268,0.10262214,closed,1,2026-02-25 15:15:49.793037,2026-02-25 15:19:22.733801,trailing_stop,DOGE/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5702,1.59,1.85,1,True,['lower_band_bounce']
111,XRP/USDT,BUY,Bollinger Bands,1.4318,1.4392,1388.904374,6.2903,0.3163,1.4348824,1.43744462,closed,1,2026-02-25 15:21:02.186978,2026-02-25 15:35:59.264120,take_profit,XRP/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.521,0.757,1.87,1,True,['lower_band_bounce']
112,SOL/USDT,BUY,Bollinger Bands,85.45,85.63,23.282533,0.2077,0.0104,84.98373459,85.55946626,closed,1,2026-02-25 15:26:14.414634,2026-02-25 15:26:38.962770,take_profit,SOL/USDT,BUY,low_volatility,1.0,1.0,1,0,11,BUY_ONLY,6.355e-05,NEUTRAL,0.005,0.5457,0.235,1.83,1,True,['lower_band_bounce']
113,SOL/USDT,BUY,Bollinger Bands,85.63,85.79,23.247707,-0.2655,-0.0133,85.1627524,85.73969685,closed,1,2026-02-25 15:26:41.394742,2026-02-25 15:33:55.176299,take_profit,SOL/USDT,BUY,low_volatility,1.0,1.0,1,0,11,BUY_ONLY,6.355e-05,NEUTRAL,0.005,0.5457,0.235,1.77,1,True,['lower_band_bounce']
114,DOGE/USDT,BUY,Bollinger Bands,0.10082,0.10142,19715.282636,7.842,0.3945,0.10111574,0.10117663,closed,1,2026-02-25 15:30:25.329208,2026-02-25 15:31:49.138847,take_profit,DOGE/USDT,BUY,low_volatility,1.0,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5645,0.627,1.91,2,True,['lower_band_bounce']
115,BNB/USDT,BUY,Bollinger Bands,618.15,620.9,3.218596,4.8631,0.2444,614.21478327,620.72693135,closed,1,2026-02-25 15:31:26.643643,2026-02-25 15:43:45.576877,take_profit,BNB/USDT,BUY,high_volatility,0.6,0.8,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.005,0.6366,0.655,1.82,3,True,['lower_band_bounce']
116,DOGE/USDT,BUY,EMA Scalping,0.10117,0.101,19692.153448,-7.3288,-0.3679,0.10103564,0.10142192,closed,1,2026-02-25 15:33:32.314508,2026-02-25 15:34:57.222838,stop_loss,DOGE/USDT,BUY,low_volatility,0.7406,1.15,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1328,1.875,1.69,3,True,['bullish_ema_crossover']
117,BNB/USDT,BUY,EMA Scalping,622.12,621.17,3.2017,-7.0223,-0.3526,621.18475225,623.87358954,closed,1,2026-02-25 15:45:51.643039,2026-02-25 15:51:31.750791,stop_loss,BNB/USDT,BUY,ranging,0.7075,1.0,1,0,11,BUY_ONLY,0.0,NEUTRAL,0.005,0.1503,1.875,1.71,0,True,['bullish_ema_crossover']
118,DOGE/USDT,BUY,RSI Mean Reversion + Bollinger Bands,0.1019,0.10222,19546.209979,2.265,0.1137,0.10092245,0.10210128,closed,1,2026-02-25 15:49:01.694095,2026-02-25 16:42:55.465888,take_profit,DOGE/USDT,BUY,high_volatility,0.526,0.75,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.9593,0.206,1.71,1,True,"['oversold_recovery', 'lower_band_bounce']"
119,XRP/USDT,BUY,Bollinger Bands,1.4421,1.449,1381.444766,5.5381,0.278,1.43378226,1.4477186,closed,1,2026-02-25 15:51:07.394534,2026-02-25 16:18:32.440780,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5768,0.675,1.69,2,True,['lower_band_bounce']
120,ETH/USDT,BUY,MACD Momentum,2019.05,2033.86,0.98538,10.5998,0.5328,2033.86006,2043.27860001,closed,1,2026-02-25 15:53:13.467659,2026-02-25 16:26:19.176083,trailing_stop,ETH/USDT,BUY,ranging,1.0,1.0,1,0,11,BUY_ONLY,6.022e-05,NEUTRAL,0.005,0.6,2.0,1.82,2,True,['bullish_crossover']
121,SOL/USDT,BUY,MACD Momentum,86.07,87.13,23.115272,20.4986,1.0303,86.86861,87.10284,closed,1,2026-02-25 15:53:13.795576,2026-02-25 16:23:13.013078,take_profit,SOL/USDT,BUY,ranging,1.0,1.0,1,0,11,BUY_ONLY,6.413e-05,NEUTRAL,0.005,0.6,2.0,1.82,3,True,['bullish_crossover']
122,BTC/USDT,BUY,MACD Momentum,68001.09,68207.99,0.029368,2.0761,0.104,68274.1612,68817.10308,closed,1,2026-02-25 16:28:19.233378,2026-02-25 17:04:14.111974,trailing_stop,BTC/USDT,BUY,ranging,0.5,1.0,1,0,11,BUY_ONLY,-2.043e-05,NEUTRAL,0.05,0.6,2.0,1.45,1,True,['bullish_crossover']
123,XRP/USDT,BUY,RSI Mean Reversion + Bollinger Bands,1.4452,1.4482,1380.883508,0.1472,0.0074,1.4497377,1.45414329,closed,1,2026-02-25 16:30:28.367275,2026-02-25 17:04:14.125254,trailing_stop,XRP/USDT,BUY,trending_down,0.6672,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.5336,1.16,1.52,2,True,"['oversold_recovery', 'lower_band_bounce']"
124,XRP/USDT,BUY,Bollinger Bands,1.4477,1.4489,1380.578136,-2.3423,-0.1172,1.43555032,1.44861132,closed,1,2026-02-25 17:05:30.336840,2026-02-25 17:05:46.340594,take_profit,XRP/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.0383,0.8392,0.075,1.37,0,True,['lower_band_bounce']
125,XRP/USDT,BUY,Bollinger Bands,1.4489,1.4504,1379.111811,-1.9298,-0.0966,1.43674025,1.44981208,closed,1,2026-02-25 17:05:50.769203,2026-02-25 17:10:26.532224,take_profit,XRP/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8392,0.075,1.4,0,True,['lower_band_bounce']
126,ETH/USDT,BUY,EMA Scalping,2056.86,2067.66,0.97117,6.483,0.3245,2061.45702,2064.32551073,closed,1,2026-02-25 17:06:32.416450,2026-02-25 17:12:00.660115,take_profit,ETH/USDT,BUY,high_volatility,0.4839,0.7,1,0,11,BUY_ONLY,6.231e-05,NEUTRAL,0.005,0.1936,1.875,1.43,1,True,['bullish_ema_crossover']
127,BNB/USDT,BUY,RSI Mean Reversion + MACD Momentum + Bollinger Bands,628.42,631.97,3.181161,7.2836,0.3643,630.07409,630.72538124,closed,1,2026-02-25 17:12:05.953911,2026-02-25 18:16:54.508811,take_profit,BNB/USDT,BUY,low_volatility,0.5923,1.05,3,0,11,BUY_ONLY,0.0,NEUTRAL,0.05,0.6085,0.603,1.35,0,True,"['oversold_recovery', 'bullish_crossover', 'lower_band_bounce']"
128,XRP/USDT,BUY,EMA Scalping,1.4561,1.4612,1372.708305,2.9962,0.1499,1.45434906,1.45938302,closed,1,2026-02-25 17:13:44.254645,2026-02-25 17:16:40.852793,take_profit,XRP/USDT,BUY,low_volatility,0.7211,1.15,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.1202,1.875,1.37,1,True,['bullish_ema_crossover']
129,DOGE/USDT,BUY,MACD Momentum + EMA Scalping,0.10276,0.10334,19455.921502,7.2746,0.3639,0.10302998,0.10331934,closed,1,2026-02-25 17:15:46.083361,2026-02-25 17:37:27.372421,take_profit,DOGE/USDT,BUY,low_volatility,0.8879,1.075,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.2776,1.961,1.34,2,True,"['bullish_crossover', 'bullish_ema_crossover']"
130,SOL/USDT,BUY,Bollinger Bands,88.39,88.62,22.633067,1.1993,0.06,87.82415584,88.60407179,closed,1,2026-02-25 17:39:30.570839,2026-02-25 17:42:37.536256,take_profit,SOL/USDT,BUY,ranging,1.0,1.2,1,0,11,BUY_ONLY,7.941e-05,NEUTRAL,0.005,0.6402,0.378,1.28,1,True,['lower_band_bounce']
131,SOL/USDT,BUY,EMA Scalping,88.62,88.91,22.580113,2.5396,0.1269,88.4659355,88.90887094,closed,1,2026-02-25 17:42:37.602406,2026-02-25 17:51:27.726161,take_profit,SOL/USDT,BUY,ranging,0.6912,1.0,1,0,11,BUY_ONLY,8.005e-05,NEUTRAL,0.005,0.1738,1.875,1.25,1,True,['bullish_ema_crossover']
132,XRP/USDT,BUY,Bollinger Bands,1.4675,1.458,1363.603638,-16.9435,-0.8467,1.45856879,1.47601417,closed,1,2026-02-25 17:43:42.266410,2026-02-25 18:03:54.134450,stop_loss,XRP/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6086,0.953,1.25,2,True,['lower_band_bounce']
133,SOL/USDT,BUY,Bollinger Bands,88.91,88.39,22.530665,-15.7106,-0.7843,88.44844529,89.55340736,closed,1,2026-02-25 17:51:57.093339,2026-02-25 17:56:07.875954,stop_loss,SOL/USDT,BUY,high_volatility,0.6,0.8,1,0,11,BUY_ONLY,8.128e-05,NEUTRAL,0.005,0.5191,1.394,1.15,2,True,['lower_band_bounce']
134,SOL/USDT,BUY,EMA Scalping,88.14,88.42,22.627384,2.3406,0.1174,88.0173298,88.37000662,closed,1,2026-02-25 18:04:17.759390,2026-02-25 18:11:12.357079,take_profit,SOL/USDT,BUY,trending_up,0.8158,1.3,1,0,11,BUY_ONLY,8.254e-05,NEUTRAL,0.005,0.1392,1.875,1.58,1,True,['bullish_ema_crossover']
135,ETH/USDT,BUY,RSI Mean Reversion + Bollinger Bands,2069.87,2072.71,0.96494,-1.2569,-0.0629,2050.97512536,2072.48301976,closed,1,2026-02-25 18:17:50.881342,2026-02-25 18:28:50.887255,take_profit,ETH/USDT,BUY,high_volatility,0.56,0.75,2,0,11,BUY_ONLY,7.099e-05,NEUTRAL,0.05,0.9129,0.138,1.44,0,True,"['oversold_recovery', 'lower_band_bounce']"
136,SOL/USDT,BUY,Bollinger Bands,88.36,88.66,22.596792,2.779,0.1392,87.76762745,88.53691914,closed,1,2026-02-25 18:18:55.569206,2026-02-25 18:27:48.870533,take_profit,SOL/USDT,BUY,trending_down,1.0,1.0,1,0,11,BUY_ONLY,8.757e-05,NEUTRAL,0.005,0.6704,0.299,1.47,1,True,['lower_band_bounce']
137,DOGE/USDT,BUY,Bollinger Bands,0.10308,0.10356,19369.936211,5.295,0.2652,0.10248416,0.10337727,closed,1,2026-02-25 18:18:55.623143,2026-02-25 18:29:20.903558,take_profit,DOGE/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.578,0.499,1.47,2,True,['lower_band_bounce']
138,XRP/USDT,BUY,Bollinger Bands,1.4688,1.4595,1360.026231,-16.6308,-0.8325,1.45972052,1.48333244,closed,1,2026-02-25 18:25:04.436482,2026-02-25 19:31:08.120671,stop_loss,XRP/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6182,1.601,1.42,3,True,['lower_band_bounce']
139,DOGE/USDT,BUY,MACD Momentum + EMA Scalping,0.10336,0.10356,19340.084971,-0.1338,-0.0067,0.10356836,0.10429001,closed,1,2026-02-25 18:34:12.507779,2026-02-25 18:38:43.055085,trailing_stop,DOGE/USDT,BUY,ranging,1.0,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.4535,1.984,1.36,1,True,"['bullish_crossover', 'bullish_ema_crossover']"
140,BNB/USDT,BUY,MACD Momentum + EMA Scalping,632.99,630.43,3.161961,-12.0895,-0.604,630.45715721,637.99464572,closed,1,2026-02-25 18:37:15.609791,2026-02-25 19:06:13.662029,stop_loss,BNB/USDT,BUY,ranging,0.7054,1.0,2,0,11,BUY_ONLY,0.0,NEUTRAL,0.05,0.4001,1.976,1.23,2,True,"['bullish_crossover', 'bullish_ema_crossover']"
141,SOL/USDT,BUY,Bollinger Bands,88.95,88.38,22.48817,-16.8061,-0.8402,88.49400806,89.24417997,closed,1,2026-02-25 18:52:44.949798,2026-02-25 19:11:55.757742,stop_loss,SOL/USDT,BUY,ranging,0.9,1.2,1,0,11,BUY_ONLY,9.517e-05,NEUTRAL,0.005,0.5126,0.645,1.29,2,True,['lower_band_bounce']
142,ETH/USDT,BUY,Bollinger Bands,2069.25,2078.1,0.963835,4.5326,0.2273,2058.89146329,2077.99274265,closed,1,2026-02-25 19:06:16.416923,2026-02-25 20:50:52.937179,take_profit,ETH/USDT,BUY,low_volatility,0.75,1.0,1,0,11,BUY_ONLY,8.442e-05,NEUTRAL,0.005,0.5006,0.844,1.58,2,True,['lower_band_bounce']
143,DOGE/USDT,BUY,Bollinger Bands,0.10382,0.10433,19175.549996,5.7881,0.2907,0.10326516,0.10426529,closed,1,2026-02-25 19:18:41.570652,2026-02-25 20:01:15.125752,take_profit,DOGE/USDT,BUY,low_volatility,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5344,0.803,1.76,2,True,['lower_band_bounce']
144,XRP/USDT,BUY,MACD Momentum,1.4545,1.4649,1365.987115,10.2184,0.5143,1.4661882,1.471954,closed,1,2026-02-25 19:35:15.359545,2026-02-25 20:12:07.565600,trailing_stop,XRP/USDT,BUY,high_volatility,0.8458,0.7,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.6,2.0,1.96,2,True,['bullish_crossover']
145,SOL/USDT,BUY,Bollinger Bands,89.13,89.33,22.318997,0.4808,0.0242,89.36111,89.77705428,closed,1,2026-02-25 19:38:18.485853,2026-02-25 20:03:19.255131,trailing_stop,SOL/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5695,1.275,1.83,3,True,['lower_band_bounce']
146,DOGE/USDT,BUY,Bollinger Bands,0.10411,0.10448,19151.266162,3.0912,0.155,0.10356095,0.10447439,closed,1,2026-02-25 20:03:44.272840,2026-02-25 20:07:27.326839,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5274,0.664,1.61,2,True,['lower_band_bounce']
147,XRP/USDT,BUY,Bollinger Bands,1.4632,1.4662,1361.653568,0.0961,0.0048,1.45309477,1.46482107,closed,1,2026-02-25 20:16:01.604908,2026-02-25 20:32:54.022558,take_profit,XRP/USDT,BUY,ranging,0.8699,1.2,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.6906,0.16,1.68,1,True,['lower_band_bounce']
148,SOL/USDT,BUY,Bollinger Bands,89.26,89.74,22.319799,6.7183,0.3372,89.47078,89.7170513,closed,1,2026-02-25 20:32:23.580131,2026-02-25 20:36:32.596854,take_profit,SOL/USDT,BUY,trending_down,0.7249,1.0,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5078,1.008,1.69,2,True,['lower_band_bounce']
149,DOGE/USDT,BUY,Bollinger Bands,0.10427,0.10486,19134.538021,7.2878,0.3653,0.10454542,0.10477324,closed,1,2026-02-25 20:40:38.746552,2026-02-25 21:36:04.813361,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.5106,0.945,1.55,1,True,['lower_band_bounce']
150,XRP/USDT,BUY,MACD Momentum + EMA Scalping,1.4663,1.4787,1360.533425,12.8638,0.6448,1.4742639,1.4783069,closed,1,2026-02-25 20:57:55.368663,2026-02-25 21:35:34.610910,take_profit,XRP/USDT,BUY,ranging,0.7544,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.4141,1.977,1.56,1,True,"['bullish_crossover', 'bullish_ema_crossover']"
151,BTC/USDT,BUY,RSI Mean Reversion + Bollinger Bands,69157.02,68797.37,0.028846,-14.3539,-0.7195,68805.59774945,69590.23084584,closed,1,2026-02-25 20:59:57.615698,2026-02-25 21:30:21.997620,stop_loss,BTC/USDT,BUY,low_volatility,0.507,1.075,2,0,11,BUY_ONLY,-3.958e-05,NEUTRAL,0.05,0.5082,1.233,1.56,2,True,"['oversold_recovery', 'lower_band_bounce']"
152,SOL/USDT,BUY,MACD Momentum + EMA Scalping,89.62,90.49,22.210066,15.3225,0.7698,90.21853,90.22024335,closed,1,2026-02-25 21:30:26.153697,2026-02-25 21:35:04.321052,take_profit,SOL/USDT,BUY,ranging,0.5173,1.0,2,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.05,0.3425,1.955,1.78,2,True,"['bullish_crossover', 'bullish_ema_crossover']"
153,BTC/USDT,BUY,Bollinger Bands,69332.72,68852.36,0.028846,-17.8426,-0.8921,68857.61381083,69402.45967006,closed,1,2026-02-25 21:42:08.552657,2026-02-25 21:48:02.380011,stop_loss,BTC/USDT,BUY,ranging,0.9,1.2,1,0,11,BUY_ONLY,-3.352e-05,NEUTRAL,0.005,0.6853,0.147,1.31,0,True,['lower_band_bounce']
154,DOGE/USDT,BUY,Bollinger Bands,0.1052,0.1052,19004.547637,-3.9986,-0.2,0.10433659,0.10513267,closed,1,2026-02-25 21:45:18.535314,2026-02-25 21:45:19.166932,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.34,1,True,['lower_band_bounce']
155,DOGE/USDT,BUY,Bollinger Bands,0.1052,0.09706,18996.942798,-158.4774,-7.9299,0.10433659,0.10513267,closed,1,2026-02-25 21:45:23.621650,2026-02-26 22:49:06.064331,stop_loss,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.38,1,True,['lower_band_bounce']
156,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,19008.479031,-3.9948,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:28.892708,2026-02-25 21:45:29.820739,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.43,1,True,['lower_band_bounce']
157,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,19000.877498,-3.9932,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:34.038072,2026-02-25 21:45:35.834599,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.47,1,True,['lower_band_bounce']
158,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,18993.281349,-3.9916,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:39.175285,2026-02-25 21:45:39.848511,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.51,1,True,['lower_band_bounce']
159,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,18985.691658,-3.99,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:44.280020,2026-02-25 21:45:45.889546,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.55,1,True,['lower_band_bounce']
160,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,18978.09068,-3.9884,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:49.428338,2026-02-25 21:45:49.949023,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.59,1,True,['lower_band_bounce']
161,DOGE/USDT,BUY,Bollinger Bands,0.10508,0.10508,18970.495197,-3.9868,-0.2,0.10421758,0.10501275,closed,1,2026-02-25 21:45:54.916285,2026-02-25 21:45:55.961878,take_profit,DOGE/USDT,BUY,high_volatility,0.58,0.8,1,0,11,BUY_ONLY,0.0001,BEARISH_FOR_LONGS,0.005,0.8207,0.078,1.63,1,True,['lower_band_bounce']
